VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1G2JB1249172,1,G,2,J,B,1,2,4,9,1,7,2,1,1,3,22,16,2,1,2,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,2,2,0,0,0,3,0,12,1,12,64,30,0,0,0,17,0,0,1,0,10033,0,22016,2001,SFS,***,CP,000000000,*,00000000000,1041,0,,2606,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,999,999,0,0,0,0,0,36611,1,27,10,0,12,5,2
1GNCS13W4X21,1,G,N,C,S,1,3,W,4,X,2,1,1,2,1,20,421,15,1,2,2,0,999,1,0,0,0,0,0,0,0,1,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,1,63,0,0,0,17,0,0,1,0,10033,0,20421,1999,BZR,***,UT,000000000,*,00000000000,1070,0,,3692,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,70,0,0,0,0,0,36607,1,27,10,0,12,5,2
1HD1GX4177K3,1,H,D,1,G,X,4,1,7,7,K,3,1,1,1,72,706,80,1,1,0,0,75,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,3,0,0,0,17,0,24,1,63,24,0,0,0,0,17,0,0,1,0,10034,0,72706,2007,FXI,***,RS,000000000,*,00000000000,,,1584,,,1,1,1,1,6,0,0,3,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,170,70,0,0,0,2007,2007,36608,1,4,16,37,24,0,1
1N4AL21E97N4,1,N,4,A,L,2,1,E,9,7,N,4,1,1,1,35,47,4,1,1,0,0,45,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,1,0,0,0,1,0,8,0,8,0,0,0,0,0,17,0,0,1,0,10035,0,35047,2007,ATS,***,4D,000000000,*,00000000000,1093,0,,3042,,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,71,0,0,0,0,0,36532,1,5,18,57,8,0,1
1J4FT68S8XL5,1,J,4,F,T,6,8,S,8,X,L,5,1,1,1,2,404,14,1,1,2,0,15,1,0,0,0,0,0,0,0,1,0,0,10,10,0,6,2,2,0,0,0,13,0,12,1,12,1,0,0,0,0,17,0,0,1,0,10036,0,2404,1999,SPC,CHK,4W,000000000,G,00000000000,1014,0,,,1,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,235,64,0,0,0,0,0,36587,1,19,19,7,12,5,2
2FAFP71W2XX1,2,F,A,F,P,7,1,W,2,X,X,1,1,2,1,12,16,4,1,3,0,0,62,1,0,0,0,0,0,0,0,0,5,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,64,0,0,0,0,17,0,0,1,0,10036,0,12016,1999,CVP,***,4D,000000000,*,00000000000,1147,0,,0,,1,0,1,1,6,0,0,3,0,0,0,0,1,1,1,0,3,0,7,2,0,0,0,0,160,68,0,0,0,2007,2006,36603,1,19,19,7,12,5,2
3A4FY58B57T5,3,A,4,F,Y,5,8,B,5,7,T,5,1,1,1,6,52,6,1,1,0,0,45,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,3,0,0,0,1,0,8,0,8,0,0,0,0,0,17,0,0,1,0,10038,0,6052,2007,PTC,***,SV,000000000,*,00000000000,1030,0,,3040,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,65,0,0,0,0,0,36523,2,4,5,38,8,0,1
1HTMMAAL36H1,1,H,T,M,M,A,A,L,3,6,H,1,1,1,1,84,881,62,13,4,2,0,5,1,0,0,0,0,1,1,0,9,0,0,4,4,0,6,2,2,0,0,0,3,0,12,0,12,1,0,0,0,0,17,0,2,1,57,10039,0,84881,2006,430,40S,CC,154500,D,57154500,0,0,,,6,1,0,1,1,6,0,0,3,0,0,0,0,0,1,1,0,1,3,2,2,38,0,0,0,210,74,0,0,0,2008,2006,35173,1,29,6,5,12,5,2
1G2HY54K3Y42,1,G,2,H,Y,5,4,K,3,Y,4,2,1,2,1,22,2,4,1,2,0,0,70,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,1,0,0,1,0,12,1,12,2,0,0,0,0,17,0,0,1,0,10039,0,22002,2000,BSL,***,4D,000000000,*,00000000000,1122,0,,3678,,1,0,1,1,6,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0,0,0,35759,1,29,6,5,12,5,2
1FTYR10D17PA,1,F,T,Y,R,1,0,D,1,7,P,A,1,1,2,12,471,30,1,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,2,2,0,0,0,13,0,12,1,12,63,0,0,0,0,17,0,0,1,0,10040,0,12471,2007,RNG,RNG,PK,000000000,G,00000000000,1120,1180,,,1,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,152,67,0,0,0,0,0,35555,1,29,11,24,12,5,2
1M2N188Y3KW0,1,M,2,N,1,8,8,Y,3,K,W,0,1,2,1,86,881,66,1,3,0,1,55,1,0,0,0,1,6,10,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,63,0,0,0,0,17,0,3,1,57,10040,0,86881,1989,R60,600,DS,398717,D,57398717,0,0,,,8,1,0,1,1,6,6,0,3,0,0,0,0,1,0,0,0,0,2,12,10,0,0,0,0,184,65,0,0,0,2008,2006,35594,1,29,11,24,12,5,2
1GNDS13S5323,1,G,N,D,S,1,3,S,5,3,2,3,1,1,1,20,421,15,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,1,0,42,1,63,42,0,0,0,0,17,0,0,1,0,10041,0,20421,2003,TRL,***,UT,000000000,*,00000000000,1130,0,,4417,,1,1,1,1,6,0,0,3,0,0,0,0,0,0,1,0,0,1,8,1,5,0,0,0,165,71,0,0,0,2007,2007,36609,1,30,1,21,42,0,1
1HD1GX4128K3,1,H,D,1,G,X,4,1,2,8,K,3,1,1,1,72,706,80,1,1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,17,0,12,1,65,12,64,0,0,0,17,0,0,1,0,10042,0,72706,2008,FXI,***,RS,000000000,*,00000000000,,,1584,,,1,0,1,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,214,68,0,0,0,0,0,36091,2,1,13,30,12,2,2
1D7HU18208S5,1,D,7,H,U,1,8,2,0,8,S,5,1,2,2,7,482,31,1,1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,17,0,12,0,12,63,0,0,0,0,17,0,0,1,0,10042,0,7482,2008,SQ1,RPC,CW,000000000,G,00000000000,1405,1605,,,2,1,0,1,1,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,72,0,0,0,0,0,36853,2,1,13,30,12,2,2
WBAAB5405G96,W,B,A,A,B,5,4,0,5,G,9,6,1,1,1,34,34,4,1,1,0,0,60,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,1,65,12,0,0,0,0,17,0,0,1,0,10043,0,34034,1986,32E,***,2D,000000000,*,00000000000,1012,0,,2723,,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,225,73,0,0,0,0,0,35768,1,31,19,0,12,2,2
3D7KU28C43G8,3,D,7,K,U,2,8,C,4,3,G,8,1,2,3,7,482,31,1,1,0,0,55,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,1,0,12,0,12,63,0,0,0,0,17,0,0,1,0,10043,0,7482,2003,SQ2,RPC,CW,000000000,D,00000000000,1405,1605,,,2,1,0,1,1,6,6,0,3,0,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,185,71,0,0,0,2006,2006,35960,1,31,19,0,12,2,2
5LMFU28R43LJ,5,L,M,F,U,2,8,R,4,3,L,J,1,1,1,13,421,15,1,2,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,1,2,0,0,0,17,0,42,1,63,42,0,0,0,0,17,0,0,1,0,10044,0,13421,2003,NAV,***,UT,000000000,*,00000000000,1190,0,,6041,,1,0,1,1,6,6,0,3,0,0,0,0,0,0,1,0,2,0,9,1,0,0,0,0,240,71,0,0,0,2007,2007,35111,2,1,21,10,42,0,1
1LNLM81W7RY7,1,L,N,L,M,8,1,W,7,R,Y,7,1,1,1,13,1,4,1,2,0,0,45,1,0,0,0,0,0,0,0,0,0,0,11,11,0,6,1,2,0,0,0,1,0,12,0,65,12,64,0,0,0,17,0,0,1,0,10045,0,13001,1994,EXC,***,4D,000000000,*,00000000000,1174,0,,4039,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,3,0,1,0,11,5,28,1,0,0,173,74,0,0,0,2008,2006,36078,2,2,6,30,12,8,2
1GCCS194XW82,1,G,C,C,S,1,9,4,X,W,8,2,1,2,1,20,471,30,1,1,0,0,45,1,0,0,0,0,0,0,0,0,0,0,11,11,0,6,2,2,0,0,0,1,0,12,1,12,0,0,0,0,0,17,0,0,1,0,10045,0,20471,1998,S14,S,PC,000000000,G,00000000000,1229,0,,,1,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,71,0,0,0,0,0,36092,2,2,6,30,12,8,2
1G4NV55M2RC2,1,G,4,N,V,5,5,M,2,R,C,2,1,1,1,18,18,4,1,1,0,0,80,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,1,2,0,0,0,1,4,42,1,63,64,42,0,0,0,17,0,0,1,0,10046,0,18018,1994,SKC,***,4D,000000000,*,00000000000,1034,0,,2791,,1,1,1,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,58,0,0,260,69,0,0,0,0,0,35620,2,3,12,52,42,0,1
1FTNE24L8YHA,1,F,T,N,E,2,4,L,8,Y,H,A,1,1,1,12,461,21,1,1,2,0,35,1,0,0,0,0,0,0,0,1,0,0,12,12,0,6,2,2,0,0,0,1,0,10,1,10,1,64,1,0,0,17,0,0,1,0,10047,0,12461,2000,25V,VAN,CG,000000000,G,00000000000,1380,0,,,2,1,0,1,1,6,0,0,3,0,0,0,0,0,1,0,0,1,1,7,5,39,0,0,0,230,71,0,0,0,2008,2006,35405,2,4,11,2,10,0,1
JM1BJ2452311,J,M,1,B,J,2,4,5,2,3,1,1,1,1,1,41,35,4,1,1,2,0,55,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,1,0,0,17,0,1,1,63,34,32,32,1,2,17,0,0,1,0,10048,0,41035,2003,PR5,***,4H,000000000,*,00000000000,1028,0,,2716,,1,1,1,1,1,0,0,2,0,0,0,0,0,1,3,0,0,0,1,12,5,0,0,0,160,71,0,0,0,2009,2006,35096,2,4,3,40,34,0,1
JT8UF22E2S00,J,T,8,U,F,2,2,E,2,S,0,0,1,1,5,59,32,4,1,2,0,0,72,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,1,2,0,0,0,1,0,42,4,67,33,64,38,42,42,17,0,0,1,0,10049,0,59032,1995,LS4,***,4D,000000000,*,00000000000,1122,0,,3650,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,35160,2,4,15,19,33,0,1
1B3LC56KX8N1,1,B,3,L,C,5,6,K,X,8,N,1,1,1,1,7,26,4,1,1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,1,65,12,0,0,0,0,17,0,0,1,0,10050,0,7026,2008,AXT,***,4D,000000000,*,00000000000,1089,0,,3465,,1,0,1,1,6,6,0,3,1,0,0,0,0,1,0,0,2,0,9,7,28,1,0,0,224,71,0,0,0,2007,2007,36432,2,5,5,49,12,2,2
2G1WF52E3393,2,G,1,W,F,5,2,E,3,3,9,3,1,2,2,20,2,4,1,1,0,0,55,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,1,5,12,0,12,63,24,0,0,0,17,0,0,1,0,10050,0,20002,2003,IMP,***,4D,000000000,*,00000000000,1105,0,,3389,,1,0,1,1,6,0,0,3,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,178,68,0,0,0,2006,2006,36471,2,5,5,49,12,2,2
JTDDR32T5301,J,T,D,D,R,3,2,T,5,3,0,1,1,1,1,49,33,2,1,2,0,0,103,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,2,0,0,0,17,0,12,0,65,12,64,0,0,0,17,0,0,1,0,10051,0,49033,2003,CGF,***,2L,000000000,*,00000000000,1023,0,,2339,,1,0,1,1,6,0,0,3,0,5,22,0,1,1,0,0,1,0,10,8,28,37,0,0,145,66,0,0,0,2008,2008,36265,2,6,19,10,12,5,2
1G1ZT62865F1,1,G,1,Z,T,6,2,8,6,5,F,1,1,2,1,20,37,4,1,2,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,17,0,12,1,12,63,0,0,0,0,17,0,0,1,0,10051,0,20037,2005,XLS,***,4D,000000000,*,00000000000,1123,0,,3476,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,63,0,0,0,0,0,36862,2,6,19,10,12,5,2
1B7GL22Y8XS2,1,B,7,G,L,2,2,Y,8,X,S,2,1,1,1,7,472,30,1,1,2,0,75,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,5,0,1,1,63,34,1,0,0,0,17,0,0,1,0,10052,0,7472,1999,DAK,DAK,PC,000000000,G,00000000000,1309,0,,,1,1,0,1,1,6,0,0,3,0,0,0,0,1,0,0,0,2,0,11,8,33,0,0,0,195,73,0,0,0,2008,2007,35055,2,7,16,10,34,0,1
1HFSC550X6A2,1,H,F,S,C,5,5,0,X,6,A,2,1,1,1,37,706,80,1,2,0,0,65,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,1,12,1,12,0,0,0,0,0,17,0,0,1,0,10053,0,37706,2006,13V,***,RS,000000000,*,00000000000,,,1312,,,1,1,1,1,1,0,0,2,0,0,0,0,1,0,6,0,3,1,11,9,0,0,0,0,200,72,0,0,0,2007,2006,35016,2,7,14,40,12,5,2
LV5101E16003,L,V,5,1,0,1,E,1,6,0,0,3,1,2,1,98,998,92,92,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,3,3,0,6,2,2,0,0,0,13,0,12,0,12,0,0,0,0,0,13,0,0,1,0,10053,0,98998,2009,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,1,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,69,0,0,0,0,0,35016,2,7,14,40,12,5,2
1G3NL52T11C2,1,G,3,N,L,5,2,T,1,1,C,2,1,1,2,21,21,4,1,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,2,2,0,0,0,13,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10054,0,21021,2001,A/G,***,4D,000000000,*,00000000000,1070,0,,3022,,1,0,1,1,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,160,68,0,0,0,0,0,35653,2,8,12,5,12,5,2
JS1VS55A8621,J,S,1,V,S,5,5,A,8,6,2,1,1,2,2,53,706,80,1,1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,1,12,0,0,0,0,0,17,0,0,1,0,10054,0,53706,2006,C50,***,RS,000000000,*,00000000000,,,805,,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,68,0,0,0,0,0,35581,2,8,12,5,12,5,2
4A3AC84HX1E1,4,A,3,A,C,8,4,H,X,1,E,1,1,1,1,52,37,2,1,1,2,0,999,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,13,0,42,1,63,42,1,0,0,0,17,0,0,1,0,10055,0,52037,2001,ECG,***,2H,000000000,*,00000000000,1008,0,,3120,,1,1,1,1,6,0,0,3,1,0,0,0,0,0,2,0,2,4,3,9,39,0,0,0,155,73,0,0,0,2008,2006,35226,2,10,0,25,42,0,1
1GCDC14K7NZ1,1,G,C,D,C,1,4,K,7,N,Z,1,1,1,1,20,481,31,1,2,0,0,50,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,42,1,64,42,0,0,0,0,17,0,0,1,0,10056,0,20481,1992,GC1,GM4,PK,000000000,G,00000000000,1175,1315,,,1,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,63,0,0,0,0,0,36092,2,11,10,45,42,0,1
5LMRU27LXWLJ,5,L,M,R,U,2,7,L,X,W,L,J,1,1,1,13,421,15,1,2,0,0,67,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,1,1,0,0,0,1,0,8,0,8,0,0,0,0,0,17,0,0,1,0,10057,0,13421,1998,NAV,***,UT,000000000,*,00000000000,1190,0,,5150,,1,0,36,1,6,0,0,3,1,0,0,0,0,0,3,0,1,0,11,6,0,0,0,0,999,64,0,0,0,2008,2006,35630,2,12,22,5,8,0,1
4S2CY58Z4N43,4,S,2,C,Y,5,8,Z,4,N,4,3,1,1,1,38,402,14,1,2,2,0,50,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,0,0,0,17,4,42,1,63,63,34,42,1,0,17,0,0,1,0,10058,0,38402,1992,ROD,***,UT,000000000,*,00000000000,1087,0,,3605,,1,1,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,1,3,3,1,58,0,0,147,71,0,0,0,2008,2008,35976,2,14,5,0,34,0,1
2HGEH2378SH5,2,H,G,E,H,2,3,7,8,S,H,5,1,1,1,37,31,2,1,1,2,0,75,1,0,0,0,0,0,0,0,5,0,0,3,3,0,6,1,2,0,0,0,17,0,12,1,65,12,64,1,0,0,17,0,0,1,0,10059,0,37031,1995,UCX,***,2H,000000000,*,00000000000,1013,0,,2043,,1,0,1,1,6,0,0,3,0,0,0,0,1,1,1,0,2,1,11,3,28,89,0,0,210,73,0,0,0,2008,2008,35773,2,16,13,38,12,5,2
1MEFM50U03A6,1,M,E,F,M,5,0,U,0,3,A,6,1,2,2,14,17,4,1,1,0,0,40,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,17,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10059,0,14017,2003,SGS,***,4D,000000000,*,00000000000,1085,0,,3369,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,71,0,0,0,0,0,35773,2,16,13,38,12,5,2
2MELM75W6PX6,2,M,E,L,M,7,5,W,6,P,X,6,1,1,1,14,6,4,1,1,1,0,70,1,0,0,0,0,0,0,0,5,0,0,13,13,0,6,1,2,0,0,0,1,0,42,1,63,64,67,1,42,0,17,0,0,1,0,10060,0,14006,1993,MGL,***,4D,000000000,*,00000000000,1144,0,,3780,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,0,0,176,74,0,0,0,0,0,36105,2,19,19,30,42,0,1
1GTDT19W1RK5,1,G,T,D,T,1,9,W,1,R,K,5,1,1,1,23,471,30,1,2,1,0,60,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,2,0,0,0,17,0,1,1,63,63,1,0,0,0,17,0,0,1,0,10061,0,23471,1994,SON,SON,PC,000000000,G,00000000000,1229,0,,,1,1,1,1,1,1,0,0,2,0,0,0,0,1,0,2,1,2,1,2,4,5,58,0,0,265,71,0,0,0,2009,2006,36312,2,22,2,50,1,0,1
1HTMKAAN87H4,1,H,T,M,K,A,A,N,8,7,H,4,1,1,1,84,881,63,1,3,0,0,60,1,0,0,0,0,1,1,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,21,1,64,21,24,0,0,0,17,0,3,1,57,10062,0,84881,2007,440,40S,CC,1067095,D,571067095,0,0,,,7,1,0,1,1,6,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,190,66,0,0,0,0,0,35080,2,23,3,45,21,0,1
2G1WH55K3191,2,G,1,W,H,5,5,K,3,1,9,1,1,1,1,20,2,4,1,1,0,0,50,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,1,12,0,0,0,0,0,17,0,0,1,0,10063,0,20002,2001,IPL,***,4D,000000000,*,00000000000,1105,0,,3466,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,53,0,0,185,73,0,0,0,0,0,36456,2,25,19,30,12,2,2
2GBEC19M0T11,2,G,B,E,C,1,9,M,0,T,1,1,1,2,1,20,481,31,1,1,0,0,60,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10063,0,20481,1996,GC1,GM4,PC,000000000,G,00000000000,1415,1555,,,2,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,72,0,0,0,0,0,36420,2,25,19,30,12,2,2
1FMDA31X9RZA,1,F,M,D,A,3,1,X,9,R,Z,A,1,1,1,12,441,20,1,1,2,0,75,1,0,0,0,0,0,0,0,5,0,0,12,12,0,6,1,2,1,0,0,1,0,2,1,63,42,1,2,0,0,17,0,0,1,0,10064,0,12441,1994,ARO,ARO,ES,000000000,G,00000000000,1190,0,,,1,1,1,1,1,6,6,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,280,75,0,0,0,0,0,36081,2,25,0,2,42,0,1
1GTCS14Z4K25,1,G,T,C,S,1,4,Z,4,K,2,5,1,1,1,23,481,31,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,2,0,0,0,1,0,12,1,12,63,0,0,0,0,17,0,0,1,0,10065,0,23481,1989,S10,S,PK,000000000,G,00000000000,1083,1179,,,1,1,0,1,1,6,0,0,3,0,0,0,0,0,1,0,0,0,1,7,2,38,0,0,0,255,71,0,0,0,2007,2007,35966,2,20,15,28,12,5,2
1GBHC34W6GS1,1,G,B,H,C,3,4,W,6,G,S,1,1,2,1,20,481,40,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10065,0,20481,1986,C30,C30,CB,000000000,G,00000000000,1315,1645,,,2,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,69,0,0,0,0,0,35771,2,20,15,28,12,5,2
1GBJ6H1CXXJ1,1,G,B,J,6,H,1,C,X,X,J,1,1,1,1,20,881,62,1,3,0,0,0,1,0,0,0,0,1,6,0,0,0,0,5,5,0,4,2,1,0,0,0,4,0,12,0,12,0,0,0,0,0,17,0,2,1,57,10066,0,20881,1999,6H4,CSR,CC,588342,D,57588342,1330,2810,,,6,1,0,1,1,6,6,0,3,0,0,0,0,0,1,0,0,1,0,5,11,0,0,0,0,165,69,1,0,0,2008,2007,35950,1,6,17,16,12,5,4
4TAWM72NXTZ1,4,T,A,W,M,7,2,N,X,T,Z,1,1,2,3,49,472,30,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,13,1,12,13,13,64,0,0,17,0,0,1,0,10066,0,49472,1996,XTR,TAC,PC,000000000,G,00000000000,1219,0,,,1,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,72,1,0,0,0,0,35956,1,6,17,16,12,5,4
1G1AK15F5678,1,G,1,A,K,1,5,F,5,6,7,8,1,3,2,20,22,2,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,2,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,0,1,0,10066,0,20022,2006,BLS,***,CP,000000000,*,00000000000,1033,0,,2991,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,70,1,0,0,0,0,35115,1,6,17,16,12,5,4
1FUJBBCKX8LZ,1,F,U,J,B,B,C,K,X,8,L,Z,1,4,1,82,883,66,40,3,0,1,999,1,0,0,0,1,6,1,0,0,0,0,8,8,0,4,2,3,0,0,0,1,0,12,0,12,0,0,0,0,0,17,0,3,1,57,10066,0,82883,2008,ST2,CON,DS,0080806,D,570080806,0,0,,,8,1,0,1,1,6,6,0,3,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,220,70,1,0,0,2008,2008,35211,1,6,17,16,12,5,4
2G1WL52M3W92,2,G,1,W,L,5,2,M,3,W,9,2,1,1,1,20,20,4,1,1,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,2,2,0,0,0,1,0,12,1,12,64,0,0,0,0,17,0,0,1,0,10067,0,20020,1998,L/S,***,4D,000000000,*,00000000000,1075,0,,3330,,1,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,61,0,0,0,0,0,35740,1,23,14,0,12,5,2
1FAFP55U7YG1,1,F,A,F,P,5,5,U,7,Y,G,1,1,2,5,12,17,4,92,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,1,2,0,0,0,1,0,12,0,12,63,0,0,0,0,17,0,0,1,0,10067,0,12017,2000,TSS,***,4D,000000000,*,00000000000,1085,0,,3333,,1,0,47,1,6,0,0,3,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,255,65,0,0,0,2007,2007,37380,1,23,14,0,12,5,2
1GCHK23D76F2,1,G,C,H,K,2,3,D,7,6,F,2,1,1,2,20,481,31,1,1,0,0,90,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,2,0,0,0,1,0,30,1,64,30,30,0,0,0,17,0,0,1,0,10068,0,20481,2006,2KH,SIL,CW,000000000,D,00000000000,1530,1670,,,2,1,1,1,1,6,0,0,3,0,0,0,0,1,0,0,0,3,0,9,7,5,0,0,0,230,69,0,0,0,2008,2006,36502,1,31,2,49,30,0,1
